sha256,bytes_each,copies,wasted_bytes,paths
0c920e827e5481745c2f14e56b5e6e4d80791629ea5713e0614ae6a6ea8fef71,3829,6,19145,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated/up_mdot_0p00101005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/up_mdot_0p00101005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_5pct/up_mdot_0p00101005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/up_mdot_0p00101005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/up_mdot_0p00101005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_strict_probe/up_mdot_0p00101005.npz
998c29c9a48005222936526b88c9da54222dd651c406414dc4bde2462ce028d2,3837,5,15348,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated/down_mdot_0p000979709.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/down_mdot_0p000979709.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_5pct/down_mdot_0p000979709.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/down_mdot_0p000979709.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/down_mdot_0p000979709.npz
71f47fa400b690589621133bbffbb897d20dc5bb17292da23875b2f66a38f2bf,3829,5,15316,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated/up_mdot_0p00102071.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/up_mdot_0p00102071.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_5pct/up_mdot_0p00102071.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/up_mdot_0p00102071.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/up_mdot_0p00102071.npz
9166b39d939968d1ad73e5b13fcdb48f2898b7cb9b9c34bf8456fed6194bcac1,3829,5,15316,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated/up_mdot_0p00103528.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/up_mdot_0p00103528.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_5pct/up_mdot_0p00103528.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/up_mdot_0p00103528.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/up_mdot_0p00103528.npz
70da7cfdcbc307a50059e9cdff5b64c489d1982ba5fe15e9a41b88b5140ef5f0,14480,2,14480,outputs/checkpoints/m5_source_interface_massonly_eta90_N201_seed/stage_00_etaE_90_N201.npz | outputs/checkpoints/m5_source_interface_massonly_eta90_N201_seed_nativeparams/stage_00_etaE_90_N201.npz
f63ceaed8fda772622299cbd81116fd55c958cc99f08b1c62463bbbf08b2fc66,13521,2,13521,outputs/checkpoints/m5_source_plus_buffer_implicit_pilot12_eta100_N164/stage_00_etaE_100_N164.npz | outputs/checkpoints/m5_source_plus_buffer_implicit_relaxed_scout_eta100_N164/stage_00_etaE_100_N164.npz
0b5b28b40ef15e8e9f11c7c46a3742bda226aaed2c5d3fc759170059ea034bad,6495,3,12990,outputs/figures/high_mdot_stream_outer_buffer_repolish090_inverse_dx.png | outputs/figures/high_mdot_stream_outer_buffer_repolish090_inverse_dx_C1.png | outputs/figures/high_mdot_stream_outer_buffer_repolish090_inverse_dx_j1e6.png
4e465dd2d66d1da66d1fe44441f59affa7da0c7e6c0dd7d34d2f95f6fd7a3b04,12500,2,12500,outputs/checkpoints/m5_source_plus_buffer_implicit_probe_eta100_N164/stage_00_etaE_100_N164.npz | outputs/checkpoints/m5_source_plus_buffer_implicit_probe_sparse_eta100_N164/stage_00_etaE_100_N164.npz
9cfe3bfc95e96744feab1105d7f1e887d952147bd3d556488eccdf7d97736aa4,3837,4,11511,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/down_mdot_0p000968967.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_5pct/down_mdot_0p000968967.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/down_mdot_0p000968967.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/down_mdot_0p000968967.npz
a8458beaa09d2274b80cfb9369f5856d7bc471a14d2ad91d3fd17987e2b8b718,11220,2,11220,outputs/checkpoints/m5_local_mdot_eta100_N160_to_N164_grid_homotopy_auto_block_seed/stage_00_etaE_100_N164.npz | outputs/checkpoints/m5_local_mdot_eta100_N160_to_N164_grid_homotopy_block_seed/stage_00_etaE_100_N164.npz
6b5c4842eb12e71a6e16b59fd5af2b84426082b38466c8b13ed0590d295f69b4,8095,2,8095,outputs/figures/high_mdot_stream_source_bridge_m2_residual_outer_grid_guarded_secant_0p80_0p85.png | outputs/figures/high_mdot_stream_source_bridge_m2_residual_outer_grid_secant_0p80_0p90_fine.png
0759fdaefcfa97905d07a11f0df8620dd29de94cceb39e3b98254bfbdae8ebec,3837,3,7674,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p00099005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p00099005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_probe/down_mdot_0p00099005.npz
9750bdee6c93749348b80c6f90973b65ffb8f1f9d962cf993814c225642513a8,3837,3,7674,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000959134.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000959134.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_probe/down_mdot_0p000959134.npz
e7d3955a65b1f3b82cd63ca663091d230b293c024be65726ad3ad0f6f280c0a7,3837,3,7674,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000976774.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000976774.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_probe/down_mdot_0p000976774.npz
265919e456b29c2e691c337a6554717922db87fa53e19b1c50b9dbc447333e86,3829,3,7658,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00104261.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00104261.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_probe/up_mdot_0p00104261.npz
3f5c4c0c1bd80ad701fe618ef0b1c3c582a36c82db466400c27dbc42fc1edc0b,3829,3,7658,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00101005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00101005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_probe/up_mdot_0p00101005.npz
3f606c62fa937f8ed160d7317b1df2e8a41eb27ba765a829be69c1c9a6696f2f,3829,3,7658,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/up_mdot_0p00107213.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/up_mdot_0p00107213.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/up_mdot_0p00107213.npz
6142d83845f01066f9121b2b34d111509d8d2fc77dd013ae1105583294c0fa34,3829,3,7658,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00102378.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00102378.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_probe/up_mdot_0p00102378.npz
acd60fb96154db20c8f64b03e7b7f1c16db1a3b1fba2917f9b8e1f2aefe45bf1,3829,3,7658,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/up_mdot_0p00105081.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/up_mdot_0p00105081.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/up_mdot_0p00105081.npz
4f02e101ebd3ab0225d6e0d4cbaf5d916ecd432784fc9df109313bf25fc21b6b,7188,2,7188,outputs/figures/high_mdot_stream_source_compact_blend02_origgrid_fs082_N768.png | outputs/figures/high_mdot_stream_torque_bridge_m2_narrow_fs010_torquep0005.png
2ccad9200b41f8081eb130fdc2f1adfcd8938cfdf398484b66840b49458802dd,7177,2,7177,outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_energymerit_00675_N896.png | outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_00675_N896.png
388a6a4ec641ff6f968f6a9ea1b40775617d760648ad8092f6d842472812d8ad,7177,2,7177,outputs/figures/high_mdot_stream_source_compact_blend67_origgrid_fs082_N768.png | outputs/figures/high_mdot_stream_source_compact_full_origgrid_fs082_N768.png
59e03675f990385d9e56f775a80e702eb14597c2b332bae529c076e2635584b6,7177,2,7177,outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_direct_006_N896.png | outputs/figures/high_mdot_stream_outer_buffer_energy_merit_next_diag4_089809375_to0898125.png
60160826c9a19c387729bb5cdca0880b8387e9f3c76ccaea8e5e774ac8257a3c,7177,2,7177,outputs/figures/high_mdot_stream_source_compact_blend25_origgrid_fs082_N768.png | outputs/figures/high_mdot_stream_source_compact_blend60_origgrid_fs082_N768.png
8e2516339db6a1ed297af9bdc438d31cda26983796120e8951db2b64274a10ed,7177,2,7177,outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_tangent_patch_007_N896.png | outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_widepatch_007_N896.png
8e2ab1bbbd4f87abdc04225c3302600d9ced67118b77b975a1422601060ebf88,7177,2,7177,outputs/figures/high_mdot_stream_outer_buffer_repolish090_target_phys_remesh_more.png | outputs/figures/high_mdot_stream_source_tangent_adaptive_0p832_to0p833_tinystep_N768.png
f6c559e6b1498de9538283adeed0f8dd542003426c76b38bb0f844ccee80d931,7177,2,7177,outputs/figures/high_mdot_stream_compact_outer_buffered_rout310_E1e3_B1e2_from305_N896.png | outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_patch4_006_N896.png
cc9ac4e85419ee55c03b4d81c866d5dd8d0dbbc9075435d09235fd742dd0e17b,6495,2,6495,outputs/figures/high_mdot_stream_compact_outer_buffered_rout335_buffer290_R1e3_E1e3_B1e4_from310_N896.png | outputs/figures/high_mdot_stream_compact_outer_buffered_rout335_buffer290_repolish_N896.png
e87207b3c86f335ca98f802a0d2a48d0068d8ab159ef93f8f994eaeb1d511ed4,6339,2,6339,outputs/figures/slim_benchmark_high_mdot_no_wind_certification_m2_N512_C1.png | outputs/figures/slim_benchmark_high_mdot_no_wind_certification_m2_N512_quick.png
b4b56bafb2516010738ddf2e0fa61764218a18442643e50438819958c7deace8,3077,3,6154,outputs/checkpoints/slim_benchmark_mdot_injection_rout1000_micro_ladder/anchor_mdot_0p001.npz | outputs/checkpoints/slim_benchmark_mdot_injection_rout1000_onepercent/anchor_mdot_0p001.npz | outputs/checkpoints/slim_benchmark_mdot_injection_rout1000_pivot_scan/anchor_mdot_0p001.npz
a4cba3d0a8d53a51536282064428673eb350082ff356c57a5634ca07deb6e553,6066,2,6066,outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_N896.png | outputs/figures/m5_energy_wind_closure_repolish_q02_chi985_w010_eps095.png
28d38d3455a1e4c1267999f5b8ee6368163d595a9fb17e324124d47afc155897,6039,2,6039,outputs/figures/high_mdot_stream_m5_fs080_buffer305_N896.png | outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_windjac_007_N896.png
42c19b8f343123312be1c753e2eb28f69d5a22876a59b29bae0288f11bfe099e,6039,2,6039,outputs/figures/high_mdot_stream_m5_fs080_buffer295_N896.png | outputs/figures/m5_energy_wind_mesh_validation_eta620_N1024.png
5a2246b3f099603630d7ded65febdf1bc33ee61fd0413e65236d614099f1a4a4,6039,2,6039,outputs/figures/high_mdot_stream_m5_fs080_geometry_rinj260_N896.png | outputs/figures/high_mdot_stream_m5_fs080_geometry_rinj268_N896.png
8713cacc8b28afbb3249e90621646d852f4b96220c552540a261239f939ae489,6028,2,6028,outputs/figures/high_mdot_stream_outer_buffer_repolish090_damped_lsmr.png | outputs/figures/high_mdot_stream_outer_buffer_repolish090_damped_lsmr_iter2.png
ced5b4e99763f14b1346c2b98e632ead66947db50396814a2c8053849d6a62fe,6028,2,6028,outputs/figures/high_mdot_stream_compact_outer_buffer_ladder_rout335_N896.png | outputs/figures/high_mdot_stream_compact_outer_buffer_validation_buffer295.png
004283352599b354d01e71594eb6e4a63548d9ecb352c6ec06ab90e92e9d74ab,6002,2,6002,outputs/figures/high_mdot_stream_compact_outer_buffer_rout310_from305_fixedrinj240_fs08625_N896.png | outputs/figures/high_mdot_stream_outer_buffer_energy_merit_next_diag4_089825_to08985.png
040cf7e14b105bb6ee90b9026de9919758e7595c4c0d88ffe2b213e94fba7eff,5892,2,5892,outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_predictor_audit_10_from098_N896.png | outputs/figures/high_mdot_stream_m5_fs080_smooth_energy_wind_chi099_w005_eta0_predictor_audit_secant_10_from098_N896.png
3d9b7d95bd9ceb256e55fac4addeba713ef1b971a1064e5522b7766c54b387b9,4847,2,4847,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_pressure_1e4_1e2/down_mdot_0p00099005.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_pressure_probe/down_mdot_0p00099005.npz
008f08ed71a5bd7151c54e37546a2dd317b144f0e3e74ccba21ea21e56fa47e3,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000396564.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000396564.npz
0e521a8dc86c51d6ddab481bdbb833f9c5a076146221bd2508e923a16ca8e79d,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/down_mdot_0p000939848.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/down_mdot_0p000939848.npz
0faf100366282bfefa00b525d6c0653cbf16cb250a6d589d3a9338a25b7f6b2c,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000865555.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000865555.npz
1a9e77d4da8d07dc144bb98f9949bb3f7eee4b182f893989254e1e394bd88089,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000311948.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000311948.npz
25a713375f821be1ce6e160e7db0deafc068d190ee4bd6b02704a4a7087a91b3,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated/down_mdot_0p0009859.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_strict_probe/down_mdot_0p0009859.npz
29eebacb7579305b121423dcc75c6568a22812c943f0a223e6b9534257543af3,3837,2,3837,outputs/checkpoints/slim_benchmark_mdot_injection_rout10000_2pct_ladder/down_mdot_0p00098.npz | outputs/checkpoints/slim_benchmark_mdot_injection_rout10000_twopercent/down_mdot_0p00098.npz
51c79139a5ba5b32403b51297e7703a6b206042e3368d9a0250cfbda41cc6b3d,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000465372.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000465372.npz
55b7ff75ded1d474db21320ff4f680b5cf0c041b897c7ef7deecc40f5f118fda,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000429592.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000429592.npz
5fdfe9ba10ebca8c7ebffab6cf3c034e82844ab9330bb3db7c68fa9cc098d738,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000694253.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000694253.npz
73596826404889129ff054f190d3b27ccd115c987bdc747b1ab179924f7a01d3,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000546119.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000546119.npz
74ba4f3b35331962ff9c361b84565b4e10e553156765bc46b540fbb386ab7eee,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000752075.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000752075.npz
7d399fa2ecf37cc039f68ce60c16af76d69c534261aad0cebca25affea0f87d2,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/down_mdot_0p000920227.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/down_mdot_0p000920227.npz
832041ef88f8d96007189c1c0a0238e1268da60564e93e6896b0384db9cef0f4,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000366074.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000366074.npz
881b378178b5a379dac5d2673e65b10447de85b124fc8aea262c6a5bac35972e,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000935823.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000935823.npz
9140f667565f99fc732e57ec5b3b2b68838e8a263f59ca905b942692d9484039,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000504131.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000504131.npz
9d894218077476ddc4655c241a96cea7c5e675fef75d035938e30a4ff6196fac,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000337929.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000337929.npz
b7546c4e216f39d8802d3c1ddf2c8d8c05a8a4c24da654f7fc25d7150eb4ab91,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000591604.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000591604.npz
cc440df63bf62048ae91de6c795a8e75857f40b7b0906b343e3ce4c3c8afe3a1,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p00090525.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p00090525.npz
e21bf75591db52a7c2545bf5630b6e7979cb1ea631f3532a72773a26d2da7b42,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/down_mdot_0p000954652.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_5pct/down_mdot_0p000954652.npz
eae2d4c6449ad45e21097f7039121b9ccfd6294eb06976aef8de4920fbe886b0,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000640876.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000640876.npz
eb24746d6c6cf36ec9a32690f01f3322750966f5e4d4a243fbfab490254295d0,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/down_mdot_0p000954652.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_3e4_3e3/down_mdot_0p000954652.npz
ef2ddfed5b1daf09bfd43487841df21c781f2ddf82bc4e659633546569fac7d8,3837,2,3837,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/down_mdot_0p000814714.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/down_mdot_0p000814714.npz
0bc8116161943ed1037c983c2568559000aa06788ee2bdeb6057b9923ff6c1a0,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00169032.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00169032.npz
150efaee1d85c9142cc8289a1d94cb2a361156f68a9a9f0657e5d4da0f833542,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p0014404.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p0014404.npz
175d7de7b78f196a689d4dde833bda3a7c836e71942e489c2628cf5284341ea2,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p0029592.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p0029592.npz
296fa000d0143fb374daf343633f9cf726d79fb8e347671daa7ac2e04732fb48,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00252166.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00252166.npz
30cbc48dda0f7bc988d609ab97c4de22e5e4576c7bdd7f801d214055dcf8b764,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00110467.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00110467.npz
3cb93433096bdb8fcd2fbf72ba6de6b646513314ce07b5ff9f0658c4431fa27f,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00273168.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00273168.npz
5c3d86b564444ade00843f382aa5a64858ef5ec291f525b887caf98450061d7a,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder/up_mdot_0p00101258.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_integrated_pre_up_probe/up_mdot_0p00101258.npz
6ceff13e6a322700ceed1d1bbb8cb19038e1b032d78647ab2f97fce6282461bc,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p0018311.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p0018311.npz
7a8eca0c62e7e28162abc6b84c8e3a4e8a4b6fef80673cd57380b9336b54c921,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder/up_mdot_0p00103097.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_integrated_pre_up_probe/up_mdot_0p00103097.npz
855002426ad361fa4728445aa3d40ad60f1055146db81238b66ffbe72236e7d1,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_equilibrated_10pct/up_mdot_0p0011.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_secant_10pct_probe/up_mdot_0p0011.npz
96f43b72456ea109264d9f020b7548c0e6a51dc3c8b79183a821a961cfdda0ca,3829,2,3829,outputs/checkpoints/slim_benchmark_mdot_injection_rout10000_2pct_ladder/up_mdot_0p00102.npz | outputs/checkpoints/slim_benchmark_mdot_injection_rout10000_twopercent/up_mdot_0p00102.npz
9f6d6deb0d0a53ce426b0b503241d4f2dfd28e628bfc098f062a956299a1f70c,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00132965.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00132965.npz
a26de11fbe9cf255d5bcf3c6499bdd89db72c117d3477d738fce10f26a7f69b1,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder/up_mdot_0p00102276.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_integrated_pre_up_probe/up_mdot_0p00102276.npz
a2b10f41ccf181d3e4e5b741efb2110c59dba2ddf033cbeae2920c8893f38d7a,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00106858.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00106858.npz
c177cb5b0d48c347292f91d6c524b283b2d1acb7ebf74a2533c38b852fed0edf,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00214882.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00214882.npz
c8a8b96ea35318a2477cd95271c61bb9a03e4e977d6eda74778f4d50ba5f92ee,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00198361.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00198361.npz
c94c5ec02695dec6fd1b4bad42dc3cbd13725ef3f197e6fd1629877736b8d0dd,3829,2,3829,outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_1e4_1e2/up_mdot_0p00122743.npz | outputs/checkpoints/slim_benchmark_adaptive_mdot_ladder_newton_refresh_3e4_3e3/up_mdot_0p00122743.npz
