DeltaF_jump,checkpoint,cut_FV_mass,cut_energy,cut_radial,cut_width_logR,fraction,global_FV_mass,interface_FV_energy,interface_R_rg,outside_energy,outside_radial,phase_energy,phase_radial,source_compatibility
0.0,outputs/checkpoints/m5_eta_phase_dae_exit_refinement_98p125_N164/extend2_half.npz,0.004115183106677382,3.9408164236571803,0.1481261996970527,0.005251698073230671,0.5,0.004115183106677382,0.2747543167697573,224.56688994253025,3.9408164236571803,0.1481261996970527,4.3996539657759035e-05,8.04340585877813e-06,0.507929986080818
0.0,outputs/checkpoints/m5_eta_phase_dae_exit_refinement_98p125_N164/extend2_threequarter.npz,0.004212488394072102,9.488026168580983,0.32218753634038666,0.0026348125790924826,0.75,0.004212488394072102,0.21033486832488774,225.15532537755684,9.488026168580983,0.32218753634038666,3.988160643940043e-05,8.492799451333935e-06,0.507929986080818
0.0,outputs/checkpoints/m5_eta_phase_dae_exit_refinement_98p125_N164/extend2_f84375.npz,0.004227405454537349,15.474190107718785,0.49063221023426445,0.0016524264331501115,0.84375,0.004227405454537349,0.20248972952254202,225.37662353221592,15.474190107718785,0.49063221023426445,3.6209982791127734e-05,7.010999742430841e-06,0.507929986080818
0.0,outputs/checkpoints/m5_eta_phase_dae_exit_refinement_98p125_N164/extend2_f8828125.npz,0.004244771100185458,22.823990375058447,0.6012996812190299,0.0012428852626449327,0.8828125,0.004244771100185458,0.1689552237624952,225.4689434415333,22.823990375058447,0.6012996812190299,3.07868191547185e-05,6.905246163106547e-06,0.507929986080818
